categoria_de_la_mutuacion,nombre,dificultad,efecto,costo(PM),probabilidad _de_tocar(peso),restricciones
Exclusivas de Mob,shrapnel_2,intermedio,"Su explosión ahora lanza ""Metralla"" (proyectiles de hueso simulados) que infligen 1-2 de daño en un radio mayor al de la explosión principal.",10,35,Restricción de Mob: Creeper.
Exclusivas de Mob,silent_steps_1,debil,Sus pasos no producen sonido.,5,65,Restricción de Mob: Creeper.
Exclusivas de Mob,silent_steps_2,intermedio,Su siseo de ignición es un 50% más silencioso y un 25% más corto.,10,35,Restricción de Mob: Creeper.
Exclusivas de Mob,skittering_death_1,debil,"Su salto de ataque es más bajo pero más largo, permitiéndole atacar desde más lejos.",5,65,Restricción de Mob: Araña de Cueva.
Exclusivas de Mob,skittering_death_2,intermedio,"Al ser golpeada, realiza un rápido salto evasivo hacia atrás, creando espacio.",11,32,Restricción de Mob: Araña de Cueva.
Exclusivas de Mob,skittering_death_3,dificil,"Al morir, su cuerpo explota en una ""Nube de Veneno"" que aplica Veneno I durante 6 segundos en un radio de 4 bloques.",18,14,Restricción de Mob: Araña de Cueva. Incompatible con otras mutaciones On-Death.
Exclusivas de Mob,skittering_horror_1,debil,Su salto de ataque es un 25% más rápido y largo.,5,65,Restricción de Mob: Araña.
Exclusivas de Mob,skittering_horror_2,intermedio,"Al ser golpeada, tiene un 20% de probabilidad de realizar un salto evasivo de 4 bloques en una dirección aleatoria.",10,35,Restricción de Mob: Araña.
Exclusivas de Mob,skittering_horror_3,dificil,"Puede ""Aferrarse"" a los techos. Mientras está en un techo, se vuelve semi-transparente y su primer ataque al caer inflige un 50% de daño adicional.",16,15,Restricción de Mob: Araña.
Exclusivas de Mob,skull_barrage_1,debil,Dispara una ráfaga de 4 calaveras en lugar de 3.,8,50,Restricción de Mob: Wither.
Exclusivas de Mob,skull_barrage_2,intermedio,Sus calaveras azules (las que destruyen bloques) ahora también aplican Ceguera I durante 5 segundos al impactar.,15,22,Restricción de Mob: Wither.
Exclusivas de Mob,skull_barrage_3,dificil,"Puede lanzar una ""Calavera de Racimo"". Al impactar, la calavera azul se divide en 5 calaveras negras que se dispersan en un área amplia.",24,6,Restricción de Mob: Wither. Tiene un cooldown interno de 12 segundos.
Exclusivas de Mob,sky_hunter_1,debil,Su velocidad de vuelo al circular por el cielo aumenta en un 20%.,5,65,Restricción de Mob: Fantasma.
Exclusivas de Mob,sky_hunter_2,intermedio,"Puede realizar un ""Ataque de Flanqueo"", cambiando su ángulo de picado a mitad de camino para ser más difícil de predecir.",11,32,Restricción de Mob: Fantasma.
Exclusivas de Mob,sky_hunter_3,dificil,"Si hay 3 o más Fantasmas, pueden realizar un ""Ataque Coordinado"", descendiendo en espiral sobre el objetivo para atacar desde múltiples ángulos a la vez.",18,14,Restricción de Mob: Fantasma.
Exclusivas de Mob,sky_tyrant_maneuvers_1,debil,"Su velocidad de vuelo es un 20% más rápida, haciendo sus pasadas más frecuentes.",6,60,Restricción de Mob: Dragón del End.
Exclusivas de Mob,sky_tyrant_maneuvers_2,intermedio,"Puede realizar un ""Golpe de Ala"", una pasada a baja altura que genera una ráfaga de viento masiva, lanzando a los jugadores por los aires.",13,28,Restricción de Mob: Dragón del End.
Exclusivas de Mob,sky_tyrant_maneuvers_3,dificil,"Puede realizar un ""Bombardeo en Picado"". Vuela directamente hacia arriba y luego se estrella contra el portal central, creando una explosión masiva de energía del End que inflige 15 de daño y un empuje devastador.",22,8,Restricción de Mob: Dragón del End.
Exclusivas de Mob,snow_armor_1,debil,El golem tiene 6 puntos de armadura natural.,5,65,Restricción de Mob: Golem de Nieve.
Exclusivas de Mob,snow_armor_2,intermedio,"Al ser golpeado, tiene un 25% de probabilidad de soltar 1-2 bolas de nieve y negar el empuje de ese ataque.",10,35,Restricción de Mob: Golem de Nieve.
Exclusivas de Mob,snow_armor_3,dificil,"Al morir, su cuerpo explota en una ""Nova Helada"", infligiendo 4 de daño mágico, aplicando Lentitud II (4s) y dejando un área de 5x5 de nieve en polvo.",16,15,Restricción de Mob: Golem de Nieve. Incompatible con otras mutaciones On-Death.
Exclusivas de Mob,sonic_boom_mastery_1,debil,Su Grito Sónico se carga un 15% más rápido.,8,50,Restricción de Mob: Warden.
Exclusivas de Mob,sonic_boom_mastery_2,intermedio,"Su Grito Sónico ahora también aplica ""Vibración Interna"", un efecto que causa una fuerte distorsión visual y silencia los pasos del jugador durante 6 segundos.",15,22,Restricción de Mob: Warden.
Exclusivas de Mob,sonic_boom_mastery_3,dificil,"Puede desatar un ""Pulso Sónico de Barrido"". En lugar de un rayo, libera una onda expansiva (radio de 8 bloques) que atraviesa muros e inflige la mitad del daño del Grito Sónico normal.",24,6,Restricción de Mob: Warden. Tiene un cooldown interno de 15 segundos.
Exclusivas de Mob,soul_consumption_1,debil,Su regeneración de salud pasiva es el doble de rápida.,8,50,Restricción de Mob: Wither.
Exclusivas de Mob,soul_consumption_2,intermedio,"Tiene un 25% de probabilidad de ""absorber"" los proyectiles de flecha, negando su daño y curándose 2 puntos de vida.",15,22,Restricción de Mob: Wither.
Exclusivas de Mob,soul_consumption_3,dificil,"Puede realizar un ""Consumo de Almas"", matando instantáneamente a todos los mobs hostiles en un radio de 15 bloques y curándose 5 puntos de vida por cada uno.",24,6,Restricción de Mob: Wither. Tiene un cooldown interno de 20 segundos.
Exclusivas de Mob,soul_eater_1,debil,"Al matar a una entidad (jugador o mob), se cura 4 puntos de vida.",5,65,Restricción de Mob: Esqueleto Wither.
Exclusivas de Mob,soul_eater_2,intermedio,"Por cada entidad cercana afectada por el efecto Wither, el Esqueleto Wither se mueve un 10% más rápido (máximo 30%).",12,30,Restricción de Mob: Esqueleto Wither.
Exclusivas de Mob,soul_eater_3,dificil,"Puede lanzar un ""Proyectil de Alma"". Es una calavera lenta que, si impacta, inflige 5 de daño y aplica Wither II por 8 segundos.",20,10,Restricción de Mob: Esqueleto Wither. Tiene un cooldown interno de 10 segundos.
Exclusivas de Mob,spatial_distortion_1,debil,Se teletransporta con más frecuencia cuando su salud es baja.,4,70,Restricción de Mob: Shulker.
Exclusivas de Mob,spatial_distortion_2,intermedio,"Puede teletransportarse a paredes y techos, no solo a superficies planas.",10,35,Restricción de Mob: Shulker.
Exclusivas de Mob,spatial_distortion_3,dificil,"Puede realizar un ""Intercambio Espacial"", cambiando de posición instantáneamente con el jugador si este se encuentra a menos de 15 bloques aplicandole levitacion 3 por 3 segundos.",17,12,Restricción de Mob: Shulker. Tiene un cooldown interno de 15 segundos.
Exclusivas de Mob,special_bolts_1,debil,"Sus virotes tienen un 15% de probabilidad de ser ""Virotes Pesados"", que aplican Lentitud I por 3 segundos.",6,60,Restricción de Mob: Saqueador.
Exclusivas de Mob,special_bolts_2,intermedio,"Sus virotes tienen un 15% de probabilidad de ser ""Virotes Perforantes"", que pueden atravesar a un objetivo para golpear a otro detrás.",11,30,Restricción de Mob: Saqueador.
Exclusivas de Mob,special_bolts_3,dificil,"Sus virotes tienen un 10% de probabilidad de ser ""Virotes Explosivos"", que crean una pequeña explosión al impactar (2 de daño, sin destruir bloques) en un radio de 1.5 bloques.",17,12,Restricción de Mob: Saqueador.
Exclusivas de Mob,specialized_arrows_1,debil,"Sus flechas tienen un 15% de probabilidad de ser ""Flechas Pesadas"", que aplican Lentitud I por 2 segundos.",6,60,Restricción de Mob: Esqueleto.
Exclusivas de Mob,specialized_arrows_2,intermedio,"Sus flechas tienen un 15% de probabilidad de ser ""Flechas Dentadas"", que aplican un efecto de sangrado que inflige 1 de daño cada 2 segundos durante 6 segundos.",11,30,Restricción de Mob: Esqueleto. Incompatible con bleeding_.
Exclusivas de Mob,specialized_arrows_3,dificil,"Sus flechas tienen un 10% de probabilidad de ser ""Flechas Rompe-Armaduras"", que infligen 30 puntos de daño de durabilidad a una pieza de armadura aleatoria del objetivo.",17,12,Restricción de Mob: Esqueleto. Incompatible con anti_armor_.
Exclusivas de Mob,spectral_blade_1,debil,Su espada tiene un alcance un 25% mayor.,4,70,Restricción de Mob: Vex.
Exclusivas de Mob,spectral_blade_2,intermedio,"Sus ataques tienen un 15% de probabilidad de ser ""Golpes Fantasma"", que ignoran el 50% de la armadura del objetivo.",10,35,Restricción de Mob: Vex.
Exclusivas de Mob,spectral_blade_3,dificil,Puede lanzar su espada como un proyectil espectral que atraviesa bloques. La espada inflige 5 de daño y luego el Vex se teletransporta a su ubicación.,17,12,Restricción de Mob: Vex. Tiene un cooldown interno de 10 segundos.
Exclusivas de Mob,spectral_screech_1,debil,Su grito tiene un 20% de probabilidad de causar una leve sacudida de cámara a los jugadores cercanos.,4,70,Restricción de Mob: Fantasma.
Exclusivas de Mob,spectral_screech_2,intermedio,"Su grito ahora aplica Resplandor (Glowing) al jugador durante 5 segundos, marcándolo para otros Fantasmas.",9,38,Restricción de Mob: Fantasma.
Exclusivas de Mob,spectral_screech_3,dificil,"Su grito se convierte en un ""Chillido Paralizante"" que aplica Lentitud II y Debilidad I a los jugadores en un radio de 10 bloques durante 4 segundos.",15,18,Restricción de Mob: Fantasma. Tiene un cooldown interno de 12 segundos.
Exclusivas de Mob,spiteful_temper_1,debil,"Si su objetivo se esconde (rompe la línea de visión), la llama seguirá escupiendo a la última ubicación conocida durante 2 segundos.",5,65,Restricción de Mob: Llama.
Exclusivas de Mob,spiteful_temper_2,intermedio,"Al morir, suelta un último escupitajo vengativo al jugador que la mató.",10,35,Restricción de Mob: Llama.
Exclusivas de Mob,spiteful_temper_3,dificil,"Si un jugador la ataca 4 veces seguidas en menos de 5 segundos, la llama entra en un estado de ""Furia"", aumentando su velocidad de escupitajo en un 50% durante 8 segundos.",16,15,Restricción de Mob: Llama.
Exclusivas de Mob,squad_formation_1,debil,"Si está cerca de otros 2 Illagers (cualquier tipo), gana 4 puntos de armadura.",5,65,Restricción de Mob: Saqueador.
Exclusivas de Mob,squad_formation_2,intermedio,"Puede realizar un ""Grito de Cobertura"". Durante 4 segundos, él y los Illagers cercanos ganan Resistencia I (20% de reducción de daño) contra proyectiles.",10,35,Restricción de Mob: Saqueador. Tiene un cooldown interno de 12 segundos.
Exclusivas de Mob,squad_formation_3,dificil,"Puede iniciar una ""Descarga Coordinada"". Él y hasta 3 Saqueadores cercanos apuntarán y dispararán al mismo objetivo simultáneamente.",16,15,Restricción de Mob: Saqueador. Tiene un cooldown interno de 15 segundos.
Exclusivas de Mob,squad_tactics_1,debil,Se mueve un 15% más rápido si hay otro Guardián en un radio de 10 bloques.,5,65,Restricción de Mob: Guardián.
Exclusivas de Mob,squad_tactics_2,intermedio,"Puede realizar un ""Fuego de Supresión"". Si un jugador se esconde, el Guardián disparará a la esquina para intentar forzarlo a salir.",11,32,Restricción de Mob: Guardián.
Exclusivas de Mob,squad_tactics_3,dificil,"Si 3 o más Guardianes apuntan al mismo objetivo, sus rayos se ""sincronizan"", cargándose un 50% más rápido.",18,14,Restricción de Mob: Guardián.
Exclusivas de Mob,stone_infestation_1,debil,"Al ser golpeado, tiene un 25% de probabilidad de intentar esconderse en un bloque de piedra cercano.",5,65,Restricción de Mob: Lepisma.
Exclusivas de Mob,stone_infestation_2,intermedio,"Sus ataques tienen un 10% de probabilidad de ""infestar"" la pieza de armadura de piedra (o inferior) que golpee, infligiendo 15 de daño de durabilidad.",10,35,Restricción de Mob: Lepisma.
Exclusivas de Mob,stone_infestation_3,dificil,"Puede ""infestar"" un bloque de piedra a distancia (hasta 8 bloques). Si un jugador rompe ese bloque, el Lepisma se teletransporta instantáneamente a su espalda.",16,15,Restricción de Mob: Lepisma. El bloque infestado emite partículas.
Exclusivas de Mob,stubborn_defense_1,debil,La cabra tiene un 25% de resistencia al empuje (knockback).,5,65,Restricción de Mob: Cabra.
Exclusivas de Mob,stubborn_defense_2,intermedio,"Al ser golpeada, tiene un 20% de probabilidad de contraatacar instantáneamente con un cabezazo rápido que inflige 3 de daño.",9,38,Restricción de Mob: Cabra.
Exclusivas de Mob,stubborn_defense_3,dificil,"Si la cabra es atacada mientras está cargando su embestida, gana Resistencia I (20% de reducción de daño) hasta que la embestida termine.",15,18,Restricción de Mob: Cabra.
Exclusivas de Mob,summoners_echo_1,debil,Su temporizador de vida inicial es 10 segundos más largo.,6,60,Restricción de Mob: Vex.
Exclusivas de Mob,summoners_echo_2,intermedio,"Si su invocador (un Evocador) muere, el Vex entra en un estado de ""Furia Vengativa"", ganando Fuerza I por el resto de su vida.",12,30,Restricción de Mob: Vex.
Exclusivas de Mob,summoners_echo_3,dificil,"Al morir, tiene un 20% de probabilidad de reaparecer instantáneamente junto a su invocador con la mitad de su temporizador de vida.",19,10,Restricción de Mob: Vex.
Exclusivas de Mob,sun_hardened_1,debil,Tiene 4 puntos de armadura natural.,5,65,Restricción de Mob: Husk.
Exclusivas de Mob,sun_hardened_2,intermedio,Es inmune al daño por fuego y no se prende fuego.,10,35,Restricción de Mob: Husk.
Exclusivas de Mob,sun_hardened_3,dificil,"Durante el día, gana Regeneración I pasiva.",16,15,Restricción de Mob: Husk.
Exclusivas de Mob,sunken_curse_1,debil,Sus ataques tienen un 10% de probabilidad de aplicar Fatiga de Minero I por 4 segundos.,5,65,Restricción de Mob: Ahogado.
Exclusivas de Mob,sunken_curse_2,intermedio,"Al ser golpeado, tiene un 20% de probabilidad de soltar una nube de tinta (como un calamar) que aplica Ceguera por 3 segundos en un radio de 3 bloques.",10,35,Restricción de Mob: Ahogado.
Exclusivas de Mob,sunken_curse_3,dificil,"Al morir, deja un ""Sello del Ahogado"" en el jugador que lo mató. Durante los siguientes 20 segundos, el jugador se mueve un 15% más lento en el agua.",16,15,Restricción de Mob: Ahogado. Incompatible con otras mutaciones On-Death.
Exclusivas de Mob,superheated_body_1,debil,Los ataques cuerpo a cuerpo contra él tienen un 15% de probabilidad de prender fuego al atacante durante 2 segundos.,6,60,Restricción de Mob: Cubo de Magma.
Exclusivas de Mob,superheated_body_2,intermedio,Su cuerpo es tan caliente que los proyectiles de flecha se destruyen al impactar (no infligen daño).,12,30,Restricción de Mob: Cubo de Magma.
Exclusivas de Mob,superheated_body_3,dificil,"Puede ""Sobrecalentarse"". Durante 5 segundos, brilla intensamente, se mueve un 20% más rápido y su Aura de Calor inflige el doble de daño. Después, queda ""enfriado"" y se mueve un 20% más lento por 4 segundos.",19,10,Restricción de Mob: Cubo de Magma.
Exclusivas de Mob,supernova_1,debil,"Al morir, su explosión prende fuego a los bloques en un radio de 2 bloques.",5,65,Restricción de Mob: Blaze.
Exclusivas de Mob,supernova_2,intermedio,"Al morir, suelta 3 ""Chispas Vivientes"" que persiguen a los jugadores cercanos e infligen 2 de daño de fuego antes de desaparecer.",11,32,Restricción de Mob: Blaze.
Exclusivas de Mob,supernova_3,dificil,"Puede ""Detonar"" voluntariamente. Tras una carga de 3 segundos, explota en una masiva nova de fuego (8 de daño, radio de 5 bloques) y reaparece en un generador de Blazes cercano con la mitad de su vida.",18,14,Restricción de Mob: Blaze. Habilidad de un solo uso.
Exclusivas de Mob,swamp_stalker_1,debil,Se mueve a velocidad normal sobre bloques de lodo y no se hunde en ellos.,4,70,Restricción de Mob: Bogged.
Exclusivas de Mob,swamp_stalker_2,intermedio,"Mientras está parcialmente sumergido en agua o lodo, se vuelve semi-transparente, camuflándose con el entorno.",10,35,Restricción de Mob: Bogged.
Exclusivas de Mob,swamp_stalker_3,dificil,"Puede ""Sumergirse"" en el lodo o agua pantanosa, volviéndose invisible e invulnerable por 3 segundos antes de reaparecer en una nueva posición para disparar.",17,12,Restricción de Mob: Bogged. Tiene un cooldown interno de 10 segundos.
Exclusivas de Mob,swamp_witchcraft_1,debil,Es inmune a los efectos de Veneno y Ralentización del lodo.,5,65,Restricción de Mob: Bruja.
